FAKE_DATA,denominator,sex,age_band,measure,interval_start,interval_end,ratio,numerator
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,350,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0285714285714285,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-03-01,2020-03-31,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.028169014084507,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-04-01,2020-04-30,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0273972602739726,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0422535211267605,15
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,20,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-05-01,2020-05-31,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0273972602739726,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0422535211267605,15
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,20,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-06-01,2020-06-30,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0273972602739726,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.028169014084507,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,20,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-07-01,2020-07-31,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0273972602739726,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0422535211267605,15
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,20,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-08-01,2020-08-31,0.0,0
FAKE_DATA,365,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0273972602739726,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.028169014084507,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-09-01,2020-09-30,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.027027027027027,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,355,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.028169014084507,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-10-01,2020-10-31,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.027027027027027,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-11-01,2020-11-30,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2020-12-01,2020-12-31,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-01-01,2021-01-31,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,20,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-02-01,2021-02-28,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,20,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-03-01,2021-03-31,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,30,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,20,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-04-01,2021-04-30,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,30,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,360,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0277777777777777,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,20,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,40,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-05-01,2021-05-31,0.0,0
FAKE_DATA,370,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
FAKE_DATA,30,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
FAKE_DATA,365,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0273972602739726,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
FAKE_DATA,20,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
FAKE_DATA,25,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
FAKE_DATA,20,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2021-06-01,2021-06-30,0.0,0
