LSOA code (2011),Unnamed: 0,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),pcd7,pcd8,pcds,dointr,doterm,usertype,oa11,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw,FID
E01004234,4273,Tower Hamlets 003E,E09000030,Tower Hamlets,24.249000000000002,11218,4,0.11199999999999999,14721,5,0.064,20450,7,2.713,30076,10,-0.349,21438,7,1.913,282,1,23.131,13070,4,52.187,1549,1,E3  5QS,E3   5QS,E3 5QS,198001,0,0,E00021313,E02000866,E09000030,Tower Hamlets 003E,Tower Hamlets 003,Tower Hamlets,,733624
E01004235,4274,Tower Hamlets 008A,E09000030,Tower Hamlets,32.56,6856,3,0.262,3528,2,0.149,6629,3,29.427,8809,3,0.14300000000000002,13829,5,0.134,14589,5,29.471999999999998,7320,3,24.476,12106,4,E3  3DQ,E3   3DQ,E3 3DQ,200707,0,0,E00021349,E02000871,E09000030,Tower Hamlets 008A,Tower Hamlets 008,Tower Hamlets,,733026
E01004236,4275,Tower Hamlets 008B,E09000030,Tower Hamlets,38.698,4668,2,0.27699999999999997,2973,1,0.152,6368,2,28.717,9095,3,0.511,8972,3,1.386,1403,1,29.123,7560,3,20.11,15197,5,E3  3DB,E3   3DB,E3 3DB,199806,0,0,E00021350,E02000871,E09000030,Tower Hamlets 008B,Tower Hamlets 008,Tower Hamlets,,733016
E01004237,4276,Tower Hamlets 008C,E09000030,Tower Hamlets,29.74,8147,3,0.228,5089,2,0.11800000000000001,9919,4,13.649000000000001,18464,6,-0.017,16260,5,0.992,3591,2,26.729,9539,3,34.722,6363,2,E3  3DX,E3   3DX,E3 3DX,200311,0,0,E00021355,E02000871,E09000030,Tower Hamlets 008C,Tower Hamlets 008,Tower Hamlets,,733032
E01004238,4277,Tower Hamlets 008D,E09000030,Tower Hamlets,30.706,7688,3,0.228,5110,2,0.106,11594,4,14.362,17858,6,0.122,14156,5,0.95,3925,2,35.614000000000004,3797,2,31.775,7844,3,E15 2QY,E15  2QY,E15 2QY,198001,199112,1,E00167084,E02000871,E09000030,Tower Hamlets 008D,Tower Hamlets 008,Tower Hamlets,,725110
E01004239,4278,Tower Hamlets 008E,E09000030,Tower Hamlets,41.301,3901,2,0.272,3158,1,0.177,4526,2,29.316999999999997,8854,3,0.48700000000000004,9244,3,1.426,1263,1,32.665,5291,2,23.548000000000002,12744,4,E3  3EU,E3   3EU,E3 3EU,198203,0,0,E00021335,E02000871,E09000030,Tower Hamlets 008E,Tower Hamlets 008,Tower Hamlets,,733050
E01004240,4279,Tower Hamlets 012A,E09000030,Tower Hamlets,31.695999999999998,7203,3,0.239,4558,2,0.131,8328,3,29.774,8671,3,0.114,14301,5,0.695,6563,2,30.289,6767,3,21.886999999999997,13922,5,E3  4BS,E3   4BS,E3 4BS,198001,0,0,E00021336,E02000875,E09000030,Tower Hamlets 012A,Tower Hamlets 012,Tower Hamlets,,733209
E01004241,4280,Tower Hamlets 012B,E09000030,Tower Hamlets,36.941,5227,2,0.252,3915,2,0.165,5358,2,29.383000000000003,8830,3,0.608,7834,3,0.79,5526,2,29.158,7531,3,26.551,10835,4,E3  4BF,E3   4BF,E3 4BF,200408,0,0,E00021346,E02000875,E09000030,Tower Hamlets 012B,Tower Hamlets 012,Tower Hamlets,,733201
E01004242,4281,Tower Hamlets 012C,E09000030,Tower Hamlets,26.689,9768,3,0.19399999999999998,7030,3,0.10300000000000001,11988,4,19.695,13945,5,0.129,14039,5,0.289,12110,4,35.089,4055,2,26.258000000000003,11014,4,E3  3FL,E3   3FL,E3 3FL,201005,0,0,E00167212,E02000875,E09000030,Tower Hamlets 012C,Tower Hamlets 012,Tower Hamlets,,733012
E01004243,4282,Tower Hamlets 020A,E09000030,Tower Hamlets,36.13,5485,2,0.254,3864,2,0.14300000000000002,7164,3,39.595,5465,2,-0.011000000000000001,16176,5,0.669,6863,3,27.666999999999998,8704,3,41.013000000000005,3941,2,E14 0LB,E14  0LB,E14 0LB,201701,0,0,E00021374,E02000883,E09000030,Tower Hamlets 020A,Tower Hamlets 020,Tower Hamlets,,721603
E01004244,4283,Tower Hamlets 020B,E09000030,Tower Hamlets,43.233000000000004,3416,2,0.28600000000000003,2700,1,0.214,2550,1,34.048,7086,3,0.6,7921,3,0.966,3800,2,26.068,10118,4,29.933000000000003,8855,3,E14 0EB,E14  0EB,E14 0EB,198001,0,1,E00021379,E02000883,E09000030,Tower Hamlets 020B,Tower Hamlets 020,Tower Hamlets,,721682
E01004245,4284,Tower Hamlets 018A,E09000030,Tower Hamlets,46.457,2763,1,0.318,1707,1,0.175,4641,2,37.599000000000004,6027,2,0.605,7873,3,0.9490000000000001,3940,2,42.071999999999996,1645,1,30.679000000000002,8423,3,E14 0LD,E14  0LD,E14 0LD,201702,0,0,E00021369,E02000881,E09000030,Tower Hamlets 018A,Tower Hamlets 018,Tower Hamlets,,721604
E01004246,4285,Tower Hamlets 018B,E09000030,Tower Hamlets,29.919,8057,3,0.21,6099,2,0.095,13464,5,19.422,14134,5,0.042,15354,5,1.38,1427,1,31.663,5863,2,26.864,10644,4,E14 0SJ,E14  0SJ,E14 0SJ,198001,199212,0,E00021372,E02000881,E09000030,Tower Hamlets 018B,Tower Hamlets 018,Tower Hamlets,,721624
E01004247,4286,Tower Hamlets 020C,E09000030,Tower Hamlets,41.665,3824,2,0.298,2273,1,0.162,5571,2,33.214,7370,3,0.6729999999999999,7141,3,0.9079999999999999,4320,2,29.956999999999997,7001,3,34.27,6567,2,E14 0EA,E14  0EA,E14 0EA,198001,0,0,E00167231,E02000883,E09000030,Tower Hamlets 020C,Tower Hamlets 020,Tower Hamlets,,721677
E01004248,4287,Tower Hamlets 018C,E09000030,Tower Hamlets,43.068000000000005,3465,2,0.304,2070,1,0.171,4939,2,51.43899999999999,2972,1,0.696,6920,3,0.309,11804,4,32.797,5195,2,28.219,9828,3,E14 6FZ,E14  6FZ,E14 6FZ,201205,0,0,E00021382,E02000881,E09000030,Tower Hamlets 018C,Tower Hamlets 018,Tower Hamlets,,723007
E01004249,4288,Tower Hamlets 018D,E09000030,Tower Hamlets,43.123000000000005,3447,2,0.29,2524,1,0.18600000000000003,3932,2,33.035,7430,3,0.317,11392,4,1.07,2995,1,37.173,3139,1,30.002,8810,3,E14 0LA,E14  0LA,E14 0LA,201207,0,0,E00167128,E02000881,E09000030,Tower Hamlets 018D,Tower Hamlets 018,Tower Hamlets,,721602
E01004250,4289,Tower Hamlets 020D,E09000030,Tower Hamlets,39.575,4393,2,0.292,2463,1,0.18100000000000002,4240,2,37.876,5943,2,0.644,7452,3,0.514,8877,3,27.378,8932,3,21.203000000000003,14397,5,E14 6GL,E14  6GL,E14 6GL,201303,0,0,E00021387,E02000883,E09000030,Tower Hamlets 020D,Tower Hamlets 020,Tower Hamlets,,723016
E01004251,4290,Tower Hamlets 023A,E09000030,Tower Hamlets,28.656,8675,3,0.20199999999999999,6552,2,0.10400000000000001,11948,4,19.535999999999998,14063,5,0.314,11436,4,0.895,4437,2,30.288,6768,3,26.301,10990,4,E14 7PA,E14  7PA,E14 7PA,199712,199912,1,E00021431,E02000886,E09000030,Tower Hamlets 023A,Tower Hamlets 023,Tower Hamlets,,723201
E01004252,4291,Tower Hamlets 024A,E09000030,Tower Hamlets,35.19,5828,2,0.276,3024,1,0.149,6664,3,12.835999999999999,19176,6,0.752,6353,2,0.615,7522,3,33.835,4657,2,21.976,13863,5,E14 1BG,E14  1BG,E14 1BG,200512,200709,1,E00167085,E02000887,E09000030,Tower Hamlets 024A,Tower Hamlets 024,Tower Hamlets,,721622
E01004253,4292,Tower Hamlets 024B,E09000030,Tower Hamlets,28.245,8904,3,0.213,5944,2,0.114,10442,4,28.164,9331,3,0.06,15086,5,0.5539999999999999,8336,3,28.675,7908,3,22.928,13180,5,E14 6FS,E14  6FS,E14 6FS,201403,0,0,E00021405,E02000887,E09000030,Tower Hamlets 024B,Tower Hamlets 024,Tower Hamlets,,723001
E01004254,4293,Tower Hamlets 023B,E09000030,Tower Hamlets,18.74,15458,5,0.107,15403,5,0.05,24774,8,5.047,27238,9,-0.594,24642,8,0.8690000000000001,4697,2,25.669,10493,4,49.628,1972,1,E14 7PD,E14  7PD,E14 7PD,201603,0,0,E00167155,E02000886,E09000030,Tower Hamlets 023B,Tower Hamlets 023,Tower Hamlets,,723203
E01004255,4294,Tower Hamlets 023C,E09000030,Tower Hamlets,34.736,5983,2,0.258,3679,2,0.156,6024,2,21.131,13055,4,0.518,8898,3,0.5329999999999999,8636,3,30.151999999999997,6851,3,29.211,9266,3,E14 7FJ,E14  7FJ,E14 7FJ,200907,0,0,E00021421,E02000886,E09000030,Tower Hamlets 023C,Tower Hamlets 023,Tower Hamlets,,723483
E01004256,4295,Tower Hamlets 024C,E09000030,Tower Hamlets,35.605,5676,2,0.276,3000,1,0.157,5962,2,31.22,8103,3,0.29,11757,4,0.29600000000000004,11989,4,29.559,7265,3,29.869,8890,3,E14 0AH,E14  0AH,E14 0AH,198001,0,0,E00021422,E02000887,E09000030,Tower Hamlets 024C,Tower Hamlets 024,Tower Hamlets,,721632
E01004257,4296,Tower Hamlets 024D,E09000030,Tower Hamlets,32.994,6674,3,0.221,5463,2,0.11599999999999999,10235,4,30.160999999999998,8492,3,0.32899999999999996,11232,4,1.091,2855,1,27.877,8541,3,32.258,7577,3,E14 0TR,E14  0TR,E14 0TR,198001,0,0,E00021400,E02000887,E09000030,Tower Hamlets 024D,Tower Hamlets 024,Tower Hamlets,,721692
E01004258,4297,Tower Hamlets 023D,E09000030,Tower Hamlets,21.968000000000004,12802,4,0.129,12575,4,0.084,15498,5,6.528,25568,8,-0.273,20254,7,0.335,11422,4,37.294000000000004,3103,1,39.084,4591,2,E14 7JP,E14  7JP,E14 7JP,198001,0,0,E00021411,E02000886,E09000030,Tower Hamlets 023D,Tower Hamlets 023,Tower Hamlets,,723264
E01004259,4298,Tower Hamlets 007A,E09000030,Tower Hamlets,26.215,10040,4,0.16399999999999998,9303,3,0.08900000000000001,14497,5,7.56,24418,8,0.449,9731,3,0.9470000000000001,3961,2,27.822,8583,3,38.688,4726,2,E1  4BX,E1   4BX,E1 4BX,198704,0,0,E00021468,E02000870,E09000030,Tower Hamlets 007A,Tower Hamlets 007,Tower Hamlets,,715659
E01004260,4299,Tower Hamlets 007B,E09000030,Tower Hamlets,32.227,6995,3,0.242,4372,2,0.12300000000000001,9368,3,24.36,11154,4,0.509,8998,3,0.39399999999999996,10548,4,30.69,6478,2,31.601999999999997,7934,3,E2  0RN,E2   0RN,E2 0RN,198001,0,0,E00021462,E02000870,E09000030,Tower Hamlets 007B,Tower Hamlets 007,Tower Hamlets,,730842
E01004261,4300,Tower Hamlets 010A,E09000030,Tower Hamlets,25.849,10280,4,0.15,10457,4,0.055999999999999994,22825,7,28.759,9078,3,0.319,11369,4,0.115,14896,5,34.756,4193,2,46.926,2465,1,E1  4SW,E1   4SW,E1 4SW,198001,0,0,E00021445,E02000873,E09000030,Tower Hamlets 010A,Tower Hamlets 010,Tower Hamlets,,715624
E01004262,4301,Tower Hamlets 010B,E09000030,Tower Hamlets,29.288,8367,3,0.16699999999999998,9061,3,0.08800000000000001,14698,5,21.587,12810,4,0.616,7752,3,0.8859999999999999,4526,2,28.82,7791,3,41.661,3755,2,E1  4XU,E1   4XU,E1 4XU,199512,199712,1,E00021475,E02000873,E09000030,Tower Hamlets 010B,Tower Hamlets 010,Tower Hamlets,,716064
E01004263,4302,Tower Hamlets 007C,E09000030,Tower Hamlets,32.958,6689,3,0.221,5458,2,0.138,7706,3,32.123000000000005,7768,3,0.433,9901,4,0.667,6883,3,26.509,9704,3,31.506,7988,3,E1  4FS,E1   4FS,E1 4FS,201205,0,0,E00021469,E02000870,E09000030,Tower Hamlets 007C,Tower Hamlets 007,Tower Hamlets,,715679
E01004264,4303,Tower Hamlets 010C,E09000030,Tower Hamlets,34.313,6140,2,0.243,4368,2,0.129,8642,3,24.996,10828,4,0.614,7769,3,0.344,11260,4,38.478,2665,1,28.348000000000003,9756,3,E1  4SE,E1   4SE,E1 4SE,198410,0,0,E00021474,E02000873,E09000030,Tower Hamlets 010C,Tower Hamlets 010,Tower Hamlets,,715611
E01004266,4304,Tower Hamlets 007D,E09000030,Tower Hamlets,26.897,9652,3,0.195,6969,3,0.098,12940,4,15.197000000000001,17208,6,0.124,14124,5,0.813,5277,2,26.631999999999998,9611,3,35.589,5976,2,E2  0JH,E2   0JH,E2 0JH,198001,0,0,E00021441,E02000870,E09000030,Tower Hamlets 007D,Tower Hamlets 007,Tower Hamlets,,730811
E01004267,4305,Tower Hamlets 012D,E09000030,Tower Hamlets,32.998000000000005,6672,3,0.24,4497,2,0.121,9591,3,8.844,23029,8,0.107,14406,5,1.19,2294,1,28.816999999999997,7793,3,45.232,2838,1,E3  2TT,E3   2TT,E3 2TT,198001,0,0,E00021499,E02000875,E09000030,Tower Hamlets 012D,Tower Hamlets 012,Tower Hamlets,,733082
E01004268,4306,Tower Hamlets 012E,E09000030,Tower Hamlets,34.358000000000004,6121,2,0.258,3680,2,0.152,6345,2,24.416,11128,4,0.7120000000000001,6762,3,-0.217,19864,7,33.217,4980,2,26.525,10850,4,E3  4LW,E3   4LW,E3 4LW,198109,0,0,E00021501,E02000875,E09000030,Tower Hamlets 012E,Tower Hamlets 012,Tower Hamlets,,733256
E01004269,4307,Tower Hamlets 014A,E09000030,Tower Hamlets,32.249,6988,3,0.222,5432,2,0.109,11190,4,15.032,17331,6,0.5870000000000001,8093,3,1.084,2915,1,30.820999999999998,6404,2,34.293,6554,2,E3  4QJ,E3   4QJ,E3 4QJ,198001,0,0,E00021478,E02000877,E09000030,Tower Hamlets 014A,Tower Hamlets 014,Tower Hamlets,,733263
E01004270,4308,Tower Hamlets 014B,E09000030,Tower Hamlets,22.295,12534,4,0.13699999999999998,11744,4,0.055,22974,7,8.695,23195,8,-0.428,22482,7,1.291,1797,1,32.506,5375,2,35.617,5964,2,E3  4BH,E3   4BH,E3 4BH,198001,0,0,E00021484,E02000877,E09000030,Tower Hamlets 014B,Tower Hamlets 014,Tower Hamlets,,733203
E01004271,4309,Tower Hamlets 014C,E09000030,Tower Hamlets,31.028000000000002,7538,3,0.221,5467,2,0.107,11410,4,25.894000000000002,10370,4,0.451,9699,3,0.635,7261,3,30.467,6633,3,32.579,7422,3,E3  4BG,E3   4BG,E3 4BG,198001,0,0,E00021489,E02000877,E09000030,Tower Hamlets 014C,Tower Hamlets 014,Tower Hamlets,,733202
E01004272,4310,Tower Hamlets 014D,E09000030,Tower Hamlets,35.145,5842,2,0.27399999999999997,3077,1,0.145,7014,3,32.437,7642,3,0.251,12321,4,0.5670000000000001,8162,3,32.830999999999996,5177,2,20.603,14821,5,E14 7LJ,E14  7LJ,E14 7LJ,201209,0,0,E00021493,E02000877,E09000030,Tower Hamlets 014D,Tower Hamlets 014,Tower Hamlets,,723348
E01004273,4311,Tower Hamlets 014E,E09000030,Tower Hamlets,36.777,5279,2,0.281,2848,1,0.15,6542,2,31.377,8047,3,0.13,14032,5,0.853,4859,2,32.786,5208,2,24.866999999999997,11866,4,E14 7PE,E14  7PE,E14 7PE,201608,0,0,E00021495,E02000877,E09000030,Tower Hamlets 014E,Tower Hamlets 014,Tower Hamlets,,723204
E01004274,4312,Tower Hamlets 031A,E09000030,Tower Hamlets,24.191,11260,4,0.225,5224,2,0.11800000000000001,9916,4,20.038,13744,5,-0.19399999999999998,19041,6,-0.431,22842,7,27.644000000000002,8721,3,15.033,19171,6,E14 8QX,E14  8QX,E14 8QX,198001,199012,0,E00021531,E02000894,E09000030,Tower Hamlets 031A,Tower Hamlets 031,Tower Hamlets,,723625
E01004275,4313,Tower Hamlets 031B,E09000030,Tower Hamlets,13.794,20159,7,0.099,16440,6,0.06,21558,7,14.544,17728,6,-0.28600000000000003,20434,7,-0.532,24221,8,24.978,11133,4,22.819000000000003,13248,5,E14 8QJ,E14  8QJ,E14 8QJ,199109,199212,1,E00167080,E02000894,E09000030,Tower Hamlets 031B,Tower Hamlets 031,Tower Hamlets,,723618
E01004276,4314,Tower Hamlets 031C,E09000030,Tower Hamlets,5.371,30144,10,0.026000000000000002,31509,10,0.013999999999999999,32613,10,4.815,27528,9,-1.1079999999999999,29654,10,-1.14,30108,10,23.165,13025,4,25.034000000000002,11759,4,E14 3AF,E14  3AF,E14 3AF,199101,0,0,E00021536,E02000894,E09000030,Tower Hamlets 031C,Tower Hamlets 031,Tower Hamlets,,722256
E01004277,4315,Tower Hamlets 033A,E09000030,Tower Hamlets,7.917000000000001,27157,9,0.040999999999999995,28405,9,0.043,27005,9,3.2030000000000003,29500,9,-0.429,22494,7,-2.181,32748,10,32.221,5516,2,13.687000000000001,20412,7,E14 0FU,E14  0FU,E14 0FU,201511,0,0,E00167159,E02006854,E09000030,Tower Hamlets 033A,Tower Hamlets 033,Tower Hamlets,,721919
E01004280,4316,Tower Hamlets 032A,E09000030,Tower Hamlets,25.118000000000002,10692,4,0.226,5195,2,0.11599999999999999,10218,4,18.608,14697,5,-0.027999999999999997,16434,6,-0.493,23682,8,27.303,8990,3,24.375,12182,4,E14 8PR,E14  8PR,E14 8PR,199507,0,0,E00021553,E02006853,E09000030,Tower Hamlets 032A,Tower Hamlets 032,Tower Hamlets,,723605
E01004281,4317,Tower Hamlets 031D,E09000030,Tower Hamlets,8.22,26798,9,0.06,23652,8,0.032,30174,10,1.874,31029,10,-0.43200000000000005,22536,7,-0.506,23879,8,24.493000000000002,11637,4,23.234,12962,4,E14 8QS,E14  8QS,E14 8QS,198001,199012,1,E00021525,E02000894,E09000030,Tower Hamlets 031D,Tower Hamlets 031,Tower Hamlets,,723622
E01004283,4318,Tower Hamlets 016A,E09000030,Tower Hamlets,29.565,8223,3,0.237,4683,2,0.111,10881,4,21.326,12953,4,0.253,12293,4,0.187,13726,5,29.92,7025,3,35.067,6214,2,E1  0QH,E1   0QH,E1 0QH,198001,0,0,E00167241,E02000879,E09000030,Tower Hamlets 016A,Tower Hamlets 016,Tower Hamlets,,714935
E01004284,4319,Tower Hamlets 019A,E09000030,Tower Hamlets,31.368000000000002,7366,3,0.265,3396,2,0.13,8516,3,13.472999999999999,18617,6,0.402,10296,4,0.297,11967,4,33.013000000000005,5067,2,25.179000000000002,11665,4,E1  3FD,E1   3FD,E1 3FD,201311,0,0,E00167255,E02000882,E09000030,Tower Hamlets 019A,Tower Hamlets 019,Tower Hamlets,,715230
E01004285,4320,Tower Hamlets 019B,E09000030,Tower Hamlets,39.744,4342,2,0.276,3001,1,0.152,6403,2,39.001999999999995,5637,2,0.589,8068,3,0.512,8919,3,38.3,2737,1,28.273000000000003,9799,3,E1  0EN,E1   0EN,E1 0EN,200911,0,0,E00021579,E02000882,E09000030,Tower Hamlets 019B,Tower Hamlets 019,Tower Hamlets,,714407
E01004286,4321,Tower Hamlets 019C,E09000030,Tower Hamlets,36.494,5381,2,0.24600000000000002,4228,2,0.163,5487,2,22.471,12259,4,0.392,10443,4,0.81,5300,2,26.994,9285,3,42.275,3597,2,E1  0ND,E1   0ND,E1 0ND,198001,0,0,E00021563,E02000882,E09000030,Tower Hamlets 019C,Tower Hamlets 019,Tower Hamlets,,714513
E01004287,4322,Tower Hamlets 016B,E09000030,Tower Hamlets,29.947,8047,3,0.24,4514,2,0.12,9711,3,19.707,13937,5,0.315,11422,4,0.16699999999999998,14048,5,28.426,8092,3,34.912,6285,2,E1  0LA,E1   0LA,E1 0LA,198001,0,0,E00021593,E02000879,E09000030,Tower Hamlets 016B,Tower Hamlets 016,Tower Hamlets,,714455
E01004288,4323,Tower Hamlets 019D,E09000030,Tower Hamlets,37.996,4874,2,0.262,3503,2,0.161,5647,2,30.768,8278,3,0.79,5989,2,0.513,8905,3,29.377,7391,3,32.368,7541,3,E1  0HJ,E1   0HJ,E1 0HJ,198001,0,0,E00021560,E02000882,E09000030,Tower Hamlets 019D,Tower Hamlets 019,Tower Hamlets,,714428
E01004289,4324,Tower Hamlets 016C,E09000030,Tower Hamlets,34.596,6032,2,0.212,5970,2,0.136,7920,3,15.779000000000002,16770,6,0.9590000000000001,4547,2,0.867,4731,2,28.268,8209,3,39.329,4489,2,E1  0EP,E1   0EP,E1 0EP,201105,0,0,E00021583,E02000879,E09000030,Tower Hamlets 016C,Tower Hamlets 016,Tower Hamlets,,714408
E01004290,4325,Tower Hamlets 016D,E09000030,Tower Hamlets,28.558000000000003,8732,3,0.196,6890,3,0.106,11618,4,12.545,19462,6,0.40399999999999997,10279,4,0.809,5312,2,29.809,7099,3,34.799,6329,2,E1  3FA,E1   3FA,E1 3FA,201303,0,0,E00167265,E02000879,E09000030,Tower Hamlets 016D,Tower Hamlets 016,Tower Hamlets,,715228
E01004291,4326,Tower Hamlets 027A,E09000030,Tower Hamlets,9.872,24676,8,0.066,22315,7,0.04,27781,9,5.502000000000001,26714,9,-0.435,22578,7,-0.354,21806,7,23.963,12186,4,26.701999999999998,10745,4,E1  9RX,E1   9RX,E1 9RX,198704,199912,0,E00021613,E02000890,E09000030,Tower Hamlets 027A,Tower Hamlets 027,Tower Hamlets,,717212
E01004292,4327,Tower Hamlets 026A,E09000030,Tower Hamlets,7.73,27385,9,0.045,27476,9,0.024,31829,10,3.3339999999999996,29342,9,-0.49,23286,8,0.033,16173,5,22.351,13903,5,23.48,12797,4,E1  9JP,E1   9JP,E1 9JP,198704,199912,0,E00021602,E02000889,E09000030,Tower Hamlets 026A,Tower Hamlets 026,Tower Hamlets,,717211
E01004293,4328,Tower Hamlets 027B,E09000030,Tower Hamlets,8.793,26059,8,0.06,23841,8,0.039,28151,9,2.813,29964,10,-0.9359999999999999,28275,9,-0.41100000000000003,22581,7,21.991,14340,5,32.699,7355,3,E1  9UD,E1   9UD,E1 9UD,199501,199507,0,E00021605,E02000890,E09000030,Tower Hamlets 027B,Tower Hamlets 027,Tower Hamlets,,717205
E01004294,4329,Tower Hamlets 026B,E09000030,Tower Hamlets,18.648,15535,5,0.146,10874,4,0.084,15509,5,6.7,25369,8,-0.16899999999999998,18665,6,-0.6659999999999999,25829,8,29.949,7003,3,32.095,7662,3,E1  8LF,E1   8LF,E1 8LF,200206,200702,0,E00021620,E02000889,E09000030,Tower Hamlets 026B,Tower Hamlets 026,Tower Hamlets,,716801
E01004295,4330,Tower Hamlets 026C,E09000030,Tower Hamlets,31.081,7506,3,0.23600000000000002,4735,2,0.115,10309,4,30.84,8243,3,-0.125,17974,6,0.62,7446,3,31.822,5763,2,31.168000000000003,8169,3,E1  8NS,E1   8NS,E1 8NS,201403,0,0,E00021619,E02000889,E09000030,Tower Hamlets 026C,Tower Hamlets 026,Tower Hamlets,,716832
E01004296,4331,Tower Hamlets 026D,E09000030,Tower Hamlets,26.076999999999998,10142,4,0.205,6389,2,0.113,10657,4,14.003,18162,6,-0.008,16141,5,0.534,8620,3,31.42,6014,2,22.962,13149,5,E1  9RP,E1   9RP,E1 9RP,198001,199912,0,E00021630,E02000889,E09000030,Tower Hamlets 026D,Tower Hamlets 026,Tower Hamlets,,717201
E01004297,4332,Tower Hamlets 027C,E09000030,Tower Hamlets,9.299,25393,8,0.071,21277,7,0.040999999999999995,27597,9,3.5180000000000002,29108,9,-0.7170000000000001,26099,8,-0.11,18281,6,21.026,15473,5,26.546,10839,4,E1  9RQ,E1   9RQ,E1 9RQ,198106,199912,0,E00021596,E02000890,E09000030,Tower Hamlets 027C,Tower Hamlets 027,Tower Hamlets,,717202
E01004298,4333,Tower Hamlets 022A,E09000030,Tower Hamlets,41.255,3911,2,0.281,2837,1,0.15,6585,3,22.930999999999997,11954,4,1.0190000000000001,4096,2,0.9490000000000001,3936,2,28.729,7874,3,42.885,3427,2,E1  0AT,E1   0AT,E1 0AT,200303,0,0,E00021641,E02000885,E09000030,Tower Hamlets 022A,Tower Hamlets 022,Tower Hamlets,,714487
E01004300,4334,Tower Hamlets 022B,E09000030,Tower Hamlets,36.677,5313,2,0.27,3222,1,0.172,4838,2,22.754,12065,4,0.695,6932,3,0.442,9875,4,29.811,7096,3,26.331,10972,4,E1  0AW,E1   0AW,E1 0AW,198001,0,0,E00021643,E02000885,E09000030,Tower Hamlets 022B,Tower Hamlets 022,Tower Hamlets,,714498
E01004301,4335,Tower Hamlets 025B,E09000030,Tower Hamlets,35.818000000000005,5604,2,0.268,3305,2,0.122,9389,3,17.605999999999998,15389,5,0.359,10874,4,1.173,2395,1,34.098,4523,2,33.159,7126,3,E1  0EW,E1   0EW,E1 0EW,201103,0,0,E00021650,E02000888,E09000030,Tower Hamlets 025B,Tower Hamlets 025,Tower Hamlets,,714414
E01004302,4336,Tower Hamlets 025C,E09000030,Tower Hamlets,25.269000000000002,10599,4,0.182,7909,3,0.096,13191,5,27.331,9681,3,-0.40700000000000003,22204,7,-0.071,17707,6,36.844,3255,1,28.803,9511,3,E1  0FU,E1   0FU,E1 0FU,201509,0,0,E00021667,E02000888,E09000030,Tower Hamlets 025C,Tower Hamlets 025,Tower Hamlets,,714423
E01004303,4337,Tower Hamlets 025D,E09000030,Tower Hamlets,23.954,11397,4,0.19399999999999998,7019,3,0.095,13440,5,8.672,23222,8,-0.177,18785,6,0.5710000000000001,8128,3,30.574,6551,2,29.454,9122,3,E1  0EE,E1   0EE,E1 0EE,198001,0,0,E00021656,E02000888,E09000030,Tower Hamlets 025D,Tower Hamlets 025,Tower Hamlets,,714401
E01004304,4338,Tower Hamlets 022C,E09000030,Tower Hamlets,38.469,4740,2,0.271,3193,1,0.145,7053,3,24.368000000000002,11147,4,0.515,8929,3,0.937,4060,2,31.026999999999997,6256,2,40.973,3953,2,E1  2JT,E1   2JT,E1 2JT,198001,0,0,E00021659,E02000885,E09000030,Tower Hamlets 022C,Tower Hamlets 022,Tower Hamlets,,715254
E01004305,4339,Tower Hamlets 022D,E09000030,Tower Hamlets,30.888,7611,3,0.223,5329,2,0.12,9699,3,19.803,13881,5,0.128,14059,5,0.633,7293,3,31.299,6087,2,37.721,5094,2,E1  0EF,E1   0EF,E1 0EF,200508,0,0,E00021668,E02000885,E09000030,Tower Hamlets 022D,Tower Hamlets 022,Tower Hamlets,,714402
E01004306,4340,Tower Hamlets 015A,E09000030,Tower Hamlets,36.699,5304,2,0.217,5671,2,0.13,8447,3,6.227,25923,8,0.628,7621,3,1.389,1393,1,30.649,6501,2,54.406000000000006,1254,1,E1  5AZ,E1   5AZ,E1 5AZ,200910,0,0,E00021672,E02000878,E09000030,Tower Hamlets 015A,Tower Hamlets 015,Tower Hamlets,,716040
