,LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
3733,E01003696,Redbridge 035G,E09000026,Redbridge,11.491,22750,7,0.121,13564,5,0.046,25983,8,3.671,28918,9,-1.172,30118,10,-0.29,20901,7,27.571,8778,3,18.549,16396,5
3734,E01003697,Redbridge 035H,E09000026,Redbridge,17.925,16185,5,0.113,14599,5,0.063,20611,7,5.454,26772,9,-1.059,29289,9,0.698,6533,2,33.414,4868,2,33.271,7070,3
3735,E01003698,Redbridge 006A,E09000026,Redbridge,14.458,19482,6,0.075,20416,7,0.06,21501,7,18.199,14996,5,-0.774,26731,9,0.476,9406,3,18.763,18160,6,31.998,7715,3
3736,E01003699,Redbridge 006B,E09000026,Redbridge,13.898,20047,7,0.085,18770,6,0.051,24240,8,20.895,13207,5,-0.583,24494,8,0.199,13509,5,28.291,8197,3,14.579,19576,6
3737,E01003700,Redbridge 006C,E09000026,Redbridge,18.062,16080,5,0.115,14281,5,0.086,14975,5,18.471,14790,5,-0.466,22969,7,0.259,12573,4,22.102,14206,5,28.602,9609,3
3738,E01003701,Redbridge 006D,E09000026,Redbridge,16.423,17540,6,0.095,17047,6,0.058,22163,7,13.265,18818,6,-0.657,25436,8,0.862,4776,2,23.392,12767,4,29.368,9168,3
3739,E01003702,Redbridge 006E,E09000026,Redbridge,16.747,17235,6,0.113,14595,5,0.066,19884,7,14.634,17649,6,-0.516,23633,8,0.391,10579,4,27.29,9003,3,24.748,11947,4
3740,E01003703,Redbridge 006F,E09000026,Redbridge,14.522,19424,6,0.093,17359,6,0.064,20374,7,14.211,17971,6,-1.363,31179,10,-0.106,18217,6,36.393,3464,2,13.915,20185,7
3741,E01003704,Redbridge 006G,E09000026,Redbridge,18.734,15466,5,0.128,12711,4,0.095,13355,5,14.581,17693,6,-0.261,20042,7,0.108,15021,5,23.941,12202,4,26.014,11151,4
3742,E01003705,Redbridge 010A,E09000026,Redbridge,14.277,19660,6,0.103,15829,5,0.057,22353,7,13.236,18839,6,-1.19,30227,10,0.674,6805,3,22.665,13563,5,19.391,15749,5
3743,E01003706,Redbridge 010B,E09000026,Redbridge,16.311,17640,6,0.152,10318,4,0.083,15547,5,12.409,19570,6,-0.512,23582,8,-0.364,21950,7,23.239,12940,4,16.574,17920,6
3744,E01003707,Redbridge 008A,E09000026,Redbridge,15.526,18419,6,0.127,12828,4,0.078,16842,6,10.891,20995,7,-1.016,28965,9,0.365,10937,4,20.437,16139,5,22.205,13718,5
3745,E01003708,Redbridge 008B,E09000026,Redbridge,28.999,8492,3,0.221,5464,2,0.159,5790,2,19.777,13892,5,0.01,15848,5,0.06,15737,5,30.601,6532,2,20.283,15070,5
3746,E01003709,Redbridge 008C,E09000026,Redbridge,9.673,24915,8,0.071,21329,7,0.048,25425,8,10.625,21245,7,-1.058,29279,9,0.007,16564,6,19.504,17268,6,20.926,14611,5
3747,E01003710,Redbridge 008D,E09000026,Redbridge,10.916,23433,8,0.078,19860,7,0.052,24056,8,12.597,19403,6,-0.762,26592,9,0.211,13316,5,19.409,17381,6,16.753,17792,6
3748,E01003711,Redbridge 010C,E09000026,Redbridge,16.89,17087,6,0.114,14380,5,0.071,18421,6,9.294,22584,7,-0.292,20522,7,0.527,8707,3,26.802,9455,3,22.074,13798,5
3749,E01003712,Redbridge 010D,E09000026,Redbridge,39.856,4305,2,0.297,2279,1,0.213,2559,1,19.049,14360,5,0.36,10863,4,0.13,14655,5,39.859,2235,1,18.321,16566,6
3750,E01003713,Redbridge 034A,E09000026,Redbridge,17.315,16721,6,0.149,10622,4,0.075,17568,6,12.93,19102,6,-0.653,25378,8,-0.016,16924,6,26.783,9474,3,23.732,12618,4
3751,E01003714,Redbridge 034B,E09000026,Redbridge,19.087,15160,5,0.139,11527,4,0.08,16289,5,12.236,19736,7,-0.526,23754,8,0.345,11235,4,26.321,9876,4,31.454,8016,3
3752,E01003715,Redbridge 034C,E09000026,Redbridge,19.475,14846,5,0.145,10958,4,0.074,17694,6,14.396,17830,6,-0.933,28254,9,0.574,8070,3,29.396,7375,3,27.563,10221,4
3753,E01003716,Redbridge 034D,E09000026,Redbridge,22.223,12597,4,0.147,10802,4,0.086,14987,5,12.218,19750,7,-0.322,21006,7,1.053,3129,1,24.877,11254,4,29.568,9065,3
3754,E01003718,Redbridge 034E,E09000026,Redbridge,18.677,15521,5,0.136,11859,4,0.069,18969,6,11.117,20789,7,-0.699,25926,8,0.518,8813,3,29.188,7511,3,30.461,8541,3
3755,E01003719,Redbridge 034F,E09000026,Redbridge,23.275,11868,4,0.164,9257,3,0.084,15470,5,12.205,19759,7,-0.584,24509,8,1.156,2491,1,27.939,8498,3,28.903,9433,3
3756,E01003720,Redbridge 002A,E09000026,Redbridge,30.716,7685,3,0.212,5987,2,0.147,6827,3,30.665,8301,3,0.404,10271,4,0.075,15499,5,28.386,8121,3,25.121,11705,4
3757,E01003721,Redbridge 003A,E09000026,Redbridge,19.545,14768,5,0.112,14703,5,0.087,14812,5,20.444,13511,5,-0.256,19957,7,0.385,10668,4,31.654,5871,2,16.832,17726,6
3758,E01003722,Redbridge 002B,E09000026,Redbridge,24.506,11062,4,0.177,8270,3,0.118,9875,4,25.391,10621,4,-0.344,21363,7,0.359,11039,4,30.791,6422,2,14.729,19453,6
3759,E01003723,Redbridge 002C,E09000026,Redbridge,28.091,8981,3,0.187,7547,3,0.132,8277,3,30.908,8211,3,-0.406,22191,7,0.706,6444,2,28.267,8211,3,24.767,11927,4
3760,E01003724,Redbridge 003B,E09000026,Redbridge,18.246,15922,5,0.11,14888,5,0.08,16420,5,18.437,14809,5,-0.647,25304,8,0.398,10476,4,32.57,5345,2,17.473,17232,6
3761,E01003725,Redbridge 003C,E09000026,Redbridge,26.212,10042,4,0.19,7278,3,0.13,8477,3,27.904,9434,3,-0.251,19885,7,0.451,9755,3,27.27,9018,3,16.766,17784,6
3762,E01003726,Redbridge 002D,E09000026,Redbridge,31.711,7199,3,0.202,6537,2,0.15,6524,2,26.502,10068,4,-0.093,17459,6,0.352,11132,4,42.77,1475,1,20.215,15115,5
3763,E01003727,Redbridge 003D,E09000026,Redbridge,29.893,8070,3,0.195,7005,3,0.148,6782,3,31.037,8165,3,0.118,14220,5,0.649,7098,3,25.96,10209,4,22.425,13547,5
3764,E01003728,Redbridge 032A,E09000026,Redbridge,29.17,8420,3,0.156,9949,4,0.078,16841,6,9.681,22181,7,-0.67,25593,8,1.049,3147,1,46.323,835,1,52.091,1567,1
3765,E01003729,Redbridge 032B,E09000026,Redbridge,29.466,8275,3,0.203,6481,2,0.101,12316,4,20.009,13758,5,-0.174,18729,6,0.723,6243,2,37.321,3091,1,37.229,5299,2
3766,E01003730,Redbridge 032C,E09000026,Redbridge,23.485,11709,4,0.182,7861,3,0.097,12995,4,22.248,12382,4,-0.823,27224,9,0.354,11107,4,30.78,6425,2,27.34,10340,4
3767,E01003731,Redbridge 033A,E09000026,Redbridge,26.421,9924,4,0.206,6295,2,0.11,11105,4,19.348,14171,5,-0.5,23423,8,0.61,7589,3,33.529,4797,2,24.301,12221,4
3768,E01003732,Redbridge 032D,E09000026,Redbridge,33.926,6300,2,0.257,3708,2,0.123,9266,3,20.73,13314,5,0.636,7540,3,0.134,14579,5,43.539,1312,1,19.575,15621,5
3769,E01003733,Redbridge 032E,E09000026,Redbridge,25.381,10523,4,0.184,7753,3,0.085,15316,5,19.071,14345,5,-0.665,25528,8,0.424,10105,4,33.371,4896,2,42.676,3485,2
3770,E01003734,Redbridge 033B,E09000026,Redbridge,22.036,12747,4,0.165,9214,3,0.094,13609,5,19.516,14078,5,-0.707,25991,8,0.55,8401,3,30.314,6746,3,21.403,14264,5
3771,E01003735,Redbridge 033C,E09000026,Redbridge,34.319,6134,2,0.3,2179,1,0.156,6073,2,25.027,10811,4,0.028,15582,5,-0.085,17913,6,37.127,3162,1,13.866,20252,7
3772,E01003736,Redbridge 033D,E09000026,Redbridge,25.007,10763,4,0.191,7235,3,0.102,12135,4,17.331,15583,5,-0.173,18711,6,0.469,9490,3,31.255,6116,2,26.525,10849,4
3773,E01003737,Redbridge 031A,E09000026,Redbridge,14.602,19340,6,0.12,13670,5,0.057,22326,7,9.185,22672,7,-1.148,29928,10,0.47,9469,3,26.47,9734,3,20.371,15000,5
3774,E01003738,Redbridge 031B,E09000026,Redbridge,14.155,19783,7,0.108,15195,5,0.059,21834,7,11.997,19939,7,-1.323,30982,10,0.145,14402,5,28.716,7880,3,21.551,14152,5
3775,E01003739,Redbridge 031C,E09000026,Redbridge,19.82,14512,5,0.173,8555,3,0.083,15658,5,9.8,22039,7,-0.698,25908,8,0.451,9756,3,29.315,7429,3,21.124,14468,5
3776,E01003740,Redbridge 031D,E09000026,Redbridge,18.38,15804,5,0.112,14636,5,0.077,16973,6,12.782,19229,6,-0.881,27812,9,0.891,4477,2,28.112,8331,3,22.239,13694,5
3777,E01003741,Redbridge 031E,E09000026,Redbridge,16.28,17671,6,0.111,14807,5,0.067,19489,6,9.042,22814,7,-0.831,27302,9,0.319,11660,4,28.477,8051,3,30.524,8502,3
3778,E01003742,Redbridge 031F,E09000026,Redbridge,15.083,18836,6,0.135,11968,4,0.055,23227,8,17.631,15373,5,-1.073,29390,9,0.116,14876,5,26.077,10111,4,18.31,16574,6
3779,E01003743,Redbridge 031G,E09000026,Redbridge,20.542,13901,5,0.152,10292,4,0.085,15279,5,18.748,14596,5,-0.423,22415,7,0.519,8803,3,27.145,9126,3,21.411,14255,5
3780,E01003744,Redbridge 001A,E09000026,Redbridge,8.383,26576,9,0.051,25833,8,0.039,28119,9,6.697,25378,8,-1.101,29601,10,-0.139,18731,6,29.036,7624,3,14.12,20005,7
3781,E01003745,Redbridge 001B,E09000026,Redbridge,5.743,29754,10,0.026,31471,10,0.02,32239,10,2.512,30301,10,-1.708,32227,10,0.032,16189,5,24.125,12013,4,19.31,15806,5
3782,E01003746,Redbridge 001C,E09000026,Redbridge,4.117,31386,10,0.035,29670,10,0.032,30042,10,2.165,30704,10,-1.633,32067,10,-0.503,23846,8,14.189,24002,8,19.23,15862,5
3783,E01003747,Redbridge 001D,E09000026,Redbridge,5.927,29547,9,0.042,28180,9,0.031,30341,10,2.701,30093,10,-1.609,32008,10,-0.085,17918,6,19.883,16789,6,21.05,14526,5
3784,E01003748,Redbridge 001E,E09000026,Redbridge,4.929,30568,10,0.031,30528,10,0.037,28802,9,2.649,30163,10,-1.496,31687,10,-0.148,18856,6,15.675,22112,7,19.096,15963,5
3785,E01003749,Redbridge 001F,E09000026,Redbridge,8.362,26609,9,0.053,25392,8,0.047,25631,8,2.378,30444,10,-0.692,25841,8,0.122,14782,5,17.496,19796,7,24.407,12158,4
3786,E01003750,Redbridge 001G,E09000026,Redbridge,12.172,21971,7,0.083,19028,6,0.058,21996,7,3.66,28934,9,-0.927,28205,9,0.382,10717,4,23.56,12594,4,25.074,11735,4
3787,E01003751,Redbridge 020A,E09000026,Redbridge,16.317,17637,6,0.112,14664,5,0.084,15506,5,10.076,21757,7,-0.8,27002,9,0.212,13297,5,29.436,7354,3,19.555,15645,5
3788,E01003752,Redbridge 023A,E09000026,Redbridge,12.74,21341,7,0.103,15897,5,0.057,22464,7,3.989,28558,9,-1.263,30666,10,-0.042,17326,6,33.073,5036,2,16.589,17909,6
3789,E01003753,Redbridge 020B,E09000026,Redbridge,13.373,20656,7,0.097,16714,6,0.045,26370,9,6.721,25343,8,-1.183,30184,10,-0.372,22053,7,29.967,6993,3,36.944,5412,2
3790,E01003754,Redbridge 020C,E09000026,Redbridge,13.011,21046,7,0.119,13842,5,0.062,20941,7,6.078,26086,8,-0.988,28726,9,-0.277,20723,7,25.023,11085,4,23.574,12729,4
3791,E01003755,Redbridge 023B,E09000026,Redbridge,14.75,19173,6,0.136,11837,4,0.057,22381,7,10.429,21426,7,-1.106,29638,10,0.157,14204,5,24.944,11168,4,23.7,12631,4
3792,E01003756,Redbridge 023C,E09000026,Redbridge,16.868,17117,6,0.13,12522,4,0.077,17007,6,8.873,22999,8,-0.649,25334,8,0.036,16112,5,24.907,11224,4,32.039,7686,3
3793,E01003757,Redbridge 020D,E09000026,Redbridge,20.327,14062,5,0.152,10336,4,0.094,13573,5,13.833,18301,6,-0.868,27678,9,0.311,11778,4,30.949,6312,2,24.956,11808,4
3794,E01003758,Redbridge 023D,E09000026,Redbridge,21.133,13455,5,0.162,9445,3,0.097,13054,4,12.538,19465,6,-0.431,22523,7,0.244,12811,4,34.155,4496,2,17.568,17158,6
3795,E01003759,Redbridge 009A,E09000026,Redbridge,5.02,30489,10,0.035,29718,10,0.023,31858,10,2.267,30567,10,-1.451,31541,10,-0.112,18309,6,18.248,18797,6,20.031,15267,5
3796,E01003760,Redbridge 009B,E09000026,Redbridge,15.006,18912,6,0.082,19184,6,0.048,25268,8,8.644,23259,8,-1.191,30233,10,0.566,8182,3,35.161,4014,2,27.469,10273,4
3797,E01003761,Redbridge 009C,E09000026,Redbridge,39.737,4343,2,0.292,2452,1,0.168,5123,2,27.068,9794,3,0.091,14653,5,-0.422,22722,7,47.649,610,1,35.413,6053,2
3798,E01003762,Redbridge 009D,E09000026,Redbridge,14.079,19879,7,0.071,21293,7,0.052,24212,8,7.17,24858,8,-1.265,30675,10,0.212,13295,5,34.744,4197,2,32.937,7232,3
3799,E01003763,Redbridge 009E,E09000026,Redbridge,11.372,22891,7,0.062,23177,8,0.033,29922,10,7.767,24181,8,-1.457,31567,10,0.367,10929,4,31.481,5975,2,25.849,11258,4
3800,E01003764,Redbridge 009F,E09000026,Redbridge,14.111,19839,7,0.076,20292,7,0.054,23588,8,6.394,25729,8,-0.79,26904,9,0.491,9192,3,22.04,14280,5,40.17,4208,2
3801,E01003765,Redbridge 009G,E09000026,Redbridge,8.499,26421,9,0.057,24459,8,0.032,30256,10,6.491,25612,8,-1.139,29878,10,0.175,13920,5,17.855,19328,6,29.001,9385,3
3802,E01003766,Redbridge 024A,E09000026,Redbridge,19.514,14798,5,0.137,11791,4,0.068,19357,6,17.775,15289,5,-0.578,24414,8,0.612,7556,3,26.428,9781,3,30.616,8453,3
3803,E01003767,Redbridge 024B,E09000026,Redbridge,22.412,12449,4,0.128,12734,4,0.075,17528,6,15.567,16928,6,-0.36,21594,7,0.906,4331,2,31.772,5800,2,34.59,6437,2
3804,E01003768,Redbridge 024C,E09000026,Redbridge,29.257,8376,3,0.203,6504,2,0.114,10423,4,19.18,14271,5,0.086,14728,5,0.659,6979,3,35.111,4041,2,30.887,8318,3
3805,E01003769,Redbridge 022A,E09000026,Redbridge,24.749,10920,4,0.156,9948,4,0.086,15139,5,10.331,21518,7,-0.096,17496,6,0.573,8093,3,34.225,4468,2,42.587,3511,2
3806,E01003770,Redbridge 022B,E09000026,Redbridge,16.679,17295,6,0.108,15257,5,0.07,18789,6,6.963,25080,8,-0.848,27493,9,0.746,5977,2,33.853,4648,2,14.0,20109,7
3807,E01003771,Redbridge 022C,E09000026,Redbridge,16.92,17062,6,0.132,12301,4,0.078,16799,6,15.08,17303,6,-0.623,24990,8,-0.119,18427,6,29.693,7183,3,17.739,17018,6
3808,E01003772,Redbridge 024D,E09000026,Redbridge,17.275,16747,6,0.146,10821,4,0.089,14493,5,9.829,22016,7,-0.674,25626,8,-0.038,17272,6,24.461,11670,4,23.85,12524,4
3809,E01003773,Redbridge 022D,E09000026,Redbridge,14.99,18922,6,0.112,14666,5,0.065,20232,7,6.502,25603,8,-0.769,26670,9,0.452,9739,3,27.013,9265,3,22.463,13516,5
3810,E01003774,Redbridge 014A,E09000026,Redbridge,8.887,25937,8,0.058,24314,8,0.051,24306,8,1.515,31436,10,-0.964,28536,9,0.037,16104,5,20.728,15803,5,25.714,11340,4
3811,E01003775,Redbridge 014B,E09000026,Redbridge,7.581,27588,9,0.042,28103,9,0.036,29144,9,1.154,31842,10,-1.169,30096,10,0.338,11367,4,22.474,13774,5,21.637,14096,5
3812,E01003776,Redbridge 014C,E09000026,Redbridge,23.873,11451,4,0.189,7373,3,0.098,12870,4,12.307,19656,6,0.502,9058,3,-0.209,19774,7,33.003,5073,2,16.255,18195,6
3813,E01003777,Redbridge 014D,E09000026,Redbridge,7.823,27288,9,0.042,28185,9,0.031,30416,10,1.415,31559,10,-1.415,31397,10,0.464,9575,3,15.876,21836,7,31.65,7913,3
3814,E01003778,Redbridge 014E,E09000026,Redbridge,9.642,24959,8,0.06,23823,8,0.032,30250,10,2.807,29970,10,-0.924,28185,9,0.173,13946,5,20.012,16641,6,36.227,5716,2
3815,E01003779,Redbridge 014F,E09000026,Redbridge,14.112,19836,7,0.1,16371,5,0.074,17667,6,5.913,26257,8,-0.161,18554,6,-0.64,25536,8,21.144,15334,5,30.955,8279,3
3816,E01003780,Redbridge 014G,E09000026,Redbridge,5.828,29644,10,0.027,31269,10,0.03,30647,10,2.243,30605,10,-1.709,32230,10,-0.109,18276,6,22.778,13431,5,22.349,13623,5
3817,E01003781,Redbridge 026A,E09000026,Redbridge,17.125,16875,6,0.144,11091,4,0.067,19495,6,5.472,26751,9,-0.874,27746,9,0.582,7958,3,30.139,6864,3,20.365,15005,5
3818,E01003782,Redbridge 026B,E09000026,Redbridge,21.961,12806,4,0.149,10566,4,0.07,18826,6,14.22,17969,6,-0.879,27794,9,0.806,5345,2,30.718,6461,2,38.35,4859,2
3819,E01003783,Redbridge 029A,E09000026,Redbridge,34.175,6193,2,0.209,6153,2,0.143,7240,3,12.155,19803,7,-0.09,17421,6,1.342,1575,1,40.639,2012,1,32.779,7309,3
3820,E01003784,Redbridge 029B,E09000026,Redbridge,18.41,15774,5,0.132,12264,4,0.08,16378,5,9.524,22346,7,-0.673,25618,8,0.341,11304,4,30.879,6365,2,26.614,10804,4
3821,E01003785,Redbridge 029C,E09000026,Redbridge,25.704,10363,4,0.173,8540,3,0.096,13255,5,12.189,19774,7,-0.638,25179,8,1.005,3486,2,39.666,2300,1,23.99,12431,4
3822,E01003786,Redbridge 026C,E09000026,Redbridge,12.992,21062,7,0.1,16293,5,0.063,20619,7,3.16,29551,9,-0.97,28584,9,-0.095,18062,6,30.003,6969,3,22.301,13652,5
3823,E01003787,Redbridge 026D,E09000026,Redbridge,15.402,18548,6,0.107,15324,5,0.072,18322,6,6.581,25511,8,-0.925,28186,9,0.099,15138,5,28.513,8025,3,30.197,8693,3
3824,E01003788,Redbridge 029D,E09000026,Redbridge,24.91,10819,4,0.15,10496,4,0.099,12773,4,12.597,19402,6,-0.213,19330,6,0.59,7867,3,39.568,2331,1,30.749,8384,3
3825,E01003789,Redbridge 018A,E09000026,Redbridge,10.258,24187,8,0.041,28415,9,0.032,30040,10,2.731,30054,10,-1.206,30327,10,0.406,10348,4,25.748,10408,4,37.041,5372,2
3826,E01003790,Redbridge 027A,E09000026,Redbridge,16.218,17735,6,0.108,15155,5,0.087,14815,5,2.937,29805,10,-0.409,22227,7,0.14,14478,5,29.016,7637,3,23.821,12547,4
3827,E01003791,Redbridge 027B,E09000026,Redbridge,15.669,18271,6,0.042,28210,9,0.036,28982,9,3.812,28752,9,-1.096,29571,10,1.652,673,1,29.325,7418,3,32.98,7212,3
3828,E01003792,Redbridge 027C,E09000026,Redbridge,11.304,22984,7,0.055,24946,8,0.049,25021,8,1.625,31293,10,-1.061,29305,9,0.881,4573,2,18.074,19027,6,30.536,8491,3
3829,E01003793,Redbridge 027D,E09000026,Redbridge,24.975,10782,4,0.161,9514,3,0.1,12548,4,16.164,16441,6,0.096,14580,5,0.433,9987,4,32.278,5483,2,32.594,7417,3
3830,E01003794,Redbridge 018B,E09000026,Redbridge,7.939,27130,9,0.06,23631,8,0.046,25936,8,3.885,28666,9,-1.343,31079,10,-0.311,21203,7,22.774,13437,5,20.693,14761,5
3831,E01003795,Redbridge 018C,E09000026,Redbridge,8.353,26624,9,0.032,30363,10,0.04,27818,9,2.388,30426,10,-1.281,30766,10,0.465,9556,3,23.432,12732,4,24.699,11972,4
3832,E01003796,Redbridge 018D,E09000026,Redbridge,9.481,25148,8,0.055,25034,8,0.038,28543,9,2.684,30118,10,-1.409,31375,10,0.372,10846,4,27.812,8596,3,22.532,13459,5
3833,E01032581,Redbridge 034G,E09000026,Redbridge,27.56,9264,3,0.189,7378,3,0.117,10098,4,22.271,12362,4,-0.394,22040,7,0.833,5074,2,32.678,5280,2,26.36,10949,4
3834,E01033589,Redbridge 030H,E09000026,Redbridge,15.334,18605,6,0.061,23410,8,0.035,29220,9,7.196,24813,8,-0.996,28783,9,0.332,11459,4,41.34,1826,1,37.383,5225,2
3835,E01033590,Redbridge 019H,E09000026,Redbridge,16.588,17390,6,0.131,12389,4,0.069,19065,6,15.694,16834,6,-0.365,21663,7,-0.164,19099,6,30.403,6678,3,15.045,19158,6
3836,E01033591,Redbridge 030I,E09000026,Redbridge,30.489,7795,3,0.201,6632,3,0.13,8494,3,17.588,15406,5,-0.12,17901,6,0.762,5807,2,36.103,3581,2,34.678,6384,2
3837,E01033592,Redbridge 019I,E09000026,Redbridge,17.13,16873,6,0.14,11466,4,0.08,16425,6,6.958,25088,8,-0.935,28273,9,0.036,16116,5,35.318,3928,2,15.356,18907,6
3838,E01003797,Richmond upon Thames 001A,E09000027,Richmond upon Thames,5.944,29529,9,0.029,31035,10,0.016,32545,10,0.974,32045,10,-2.015,32619,10,0.185,13759,5,10.181,28434,9,34.633,6412,2
3839,E01003798,Richmond upon Thames 001B,E09000027,Richmond upon Thames,8.509,26405,9,0.079,19809,7,0.061,21207,7,1.638,31278,10,-1.117,29715,10,-0.238,20172,7,14.95,23093,8,18.802,16190,5
3840,E01003799,Richmond upon Thames 001C,E09000027,Richmond upon Thames,7.18,28093,9,0.024,31821,10,0.021,32099,10,0.298,32689,10,-2.369,32782,10,0.36,11010,4,11.708,26883,9,39.896,4297,2
3841,E01003800,Richmond upon Thames 001D,E09000027,Richmond upon Thames,13.145,20893,7,0.106,15517,5,0.06,21396,7,7.971,23982,8,-0.96,28503,9,0.009,16531,6,20.141,16477,6,30.977,8265,3
3842,E01003801,Richmond upon Thames 001E,E09000027,Richmond upon Thames,4.028,31478,10,0.024,31677,10,0.015,32575,10,0.12,32807,10,-1.658,32122,10,-0.52,24060,8,13.584,24714,8,27.87,10034,4
3843,E01003802,Richmond upon Thames 001F,E09000027,Richmond upon Thames,4.675,30831,10,0.026,31518,10,0.014,32620,10,3.266,29424,9,-2.452,32794,10,-0.503,23841,8,17.926,19228,6,26.295,10995,4
3844,E01003803,Richmond upon Thames 001G,E09000027,Richmond upon Thames,23.823,11485,4,0.185,7696,3,0.142,7313,3,15.644,16867,6,-0.082,17298,6,-0.254,20411,7,23.203,12983,4,24.127,12330,4
3845,E01003804,Richmond upon Thames 005A,E09000027,Richmond upon Thames,5.756,29734,10,0.047,26916,9,0.038,28366,9,1.06,31957,10,-1.819,32406,10,-0.799,27290,9,15.105,22853,7,29.794,8932,3
3846,E01003805,Richmond upon Thames 012A,E09000027,Richmond upon Thames,3.697,31751,10,0.01,32792,10,0.015,32593,10,0.157,32787,10,-3.031,32838,10,-0.369,22008,7,14.54,23617,8,24.63,12006,4
3847,E01003806,Richmond upon Thames 012B,E09000027,Richmond upon Thames,8.022,27043,9,0.019,32295,10,0.019,32363,10,0.358,32641,10,-2.666,32821,10,0.751,5925,2,15.996,21684,7,34.919,6284,2
3848,E01003807,Richmond upon Thames 005B,E09000027,Richmond upon Thames,7.831,27275,9,0.067,22091,7,0.048,25363,8,0.962,32061,10,-1.237,30522,10,-0.517,24016,8,14.917,23142,8,30.421,8572,3
3849,E01003808,Richmond upon Thames 005C,E09000027,Richmond upon Thames,5.994,29480,9,0.053,25409,8,0.035,29353,9,1.596,31334,10,-1.65,32104,10,-0.501,23816,8,8.981,29521,9,31.898,7774,3
3850,E01003809,Richmond upon Thames 005D,E09000027,Richmond upon Thames,6.067,29373,9,0.024,31722,10,0.022,31992,10,0.146,32792,10,-2.322,32768,10,-0.083,17880,6,8.916,29574,10,40.363,4146,2
3851,E01003810,Richmond upon Thames 019A,E09000027,Richmond upon Thames,7.461,27730,9,0.058,24263,8,0.057,22495,7,1.029,31989,10,-1.162,30046,10,-0.173,19252,6,14.806,23286,8,21.77,13996,5
3852,E01003811,Richmond upon Thames 018A,E09000027,Richmond upon Thames,5.515,30014,10,0.044,27587,9,0.032,30208,10,1.012,32009,10,-1.543,31825,10,-0.493,23686,8,11.362,27261,9,31.509,7986,3
3853,E01003812,Richmond upon Thames 018B,E09000027,Richmond upon Thames,7.792,27315,9,0.062,23207,8,0.048,25461,8,1.437,31538,10,-0.765,26633,9,-0.335,21529,7,19.65,17059,6,20.866,14649,5
3854,E01003813,Richmond upon Thames 019B,E09000027,Richmond upon Thames,4.739,30765,10,0.029,30944,10,0.043,26966,9,0.275,32705,10,-1.338,31051,10,-0.382,22208,7,12.663,25812,8,22.922,13187,5
3855,E01003814,Richmond upon Thames 019C,E09000027,Richmond upon Thames,8.961,25837,8,0.074,20718,7,0.059,21762,7,0.59,32449,10,-0.738,26349,9,-0.407,22526,7,20.096,16527,6,19.678,15532,5
3856,E01003815,Richmond upon Thames 019D,E09000027,Richmond upon Thames,8.914,25903,8,0.081,19406,6,0.044,26652,9,1.675,31241,10,-0.824,27246,9,-0.502,23828,8,16.616,20903,7,30.561,8480,3
3857,E01003816,Richmond upon Thames 012C,E09000027,Richmond upon Thames,12.147,21996,7,0.057,24439,8,0.057,22379,7,6.1,26066,8,-1.095,29565,10,0.48,9345,3,30.605,6529,2,20.81,14683,5
3858,E01003817,Richmond upon Thames 012D,E09000027,Richmond upon Thames,11.002,23338,8,0.064,22804,7,0.055,23047,8,2.958,29786,10,-1.408,31371,10,0.737,6088,2,17.884,19294,6,26.342,10964,4
3859,E01003818,Richmond upon Thames 017A,E09000027,Richmond upon Thames,7.107,28188,9,0.076,20280,7,0.044,26709,9,2.438,30377,10,-1.69,32201,10,0.091,15259,5,13.865,24396,8,14.353,19809,7
3860,E01003819,Richmond upon Thames 017B,E09000027,Richmond upon Thames,28.717,8640,3,0.208,6185,2,0.158,5839,2,20.172,13677,5,0.161,13596,5,0.431,10027,4,23.522,12642,4,22.779,13279,5
3861,E01003820,Richmond upon Thames 017C,E09000027,Richmond upon Thames,11.453,22800,7,0.097,16769,6,0.084,15421,5,9.254,22621,7,-1.158,30008,10,-0.474,23422,8,15.029,22975,7,17.059,17536,6
3862,E01003821,Richmond upon Thames 008A,E09000027,Richmond upon Thames,5.143,30378,10,0.03,30756,10,0.02,32282,10,0.258,32717,10,-1.785,32356,10,-0.537,24293,8,22.267,14008,5,25.878,11246,4
